date,sub_category,sales,total_sales,total_volume,tv_spend,digital_spend,print_spend,ooh_spend,radio_spend
2022-07-30,Category_A,124044.92776741069,124044.92776741069,2174.1280816818453,21786.68150612197,17809.21825821598,6978.993456706688,22691.442397616338,21939.49598994829
2022-08-06,Category_A,111541.2058037425,111541.2058037425,2247.5226037930365,20659.579500057916,6963.656900979751,23816.44093097393,8421.97411376491,13860.77177433035
2022-08-13,Category_A,113921.45098193396,113921.45098193396,2119.1613383269378,21209.8497172656,10324.025358480194,8470.916951522595,23369.214116204286,12707.717415014471
2022-08-20,Category_A,115568.0601801065,115568.0601801065,2258.5491408257985,13107.431180600555,24918.28386560027,15130.46502208557,6396.6621870971085,12354.811044268288
2022-08-27,Category_A,103244.09708654783,103244.09708654783,2342.444454666452,8961.519857677584,10929.547730355574,24816.85669121981,14718.891691820321,5982.228989608831
2022-09-03,Category_A,105169.41915688833,105169.41915688833,1807.0222247703657,18031.810087199745,5636.386437244414,7094.985304477066,23214.090041951065,14222.486489390292
2022-09-10,Category_A,93683.16386256229,93683.16386256229,1613.2426770132797,7256.839503732137,21469.23881697927,11047.96013779278,5410.363819121875,6397.546206178675
2022-09-17,Category_A,113090.89845650159,113090.89845650159,2026.8156918109485,19015.041193208504,5448.7163459071635,7941.264203794014,13829.214545799048,23967.57036547569
2022-09-24,Category_A,111940.72572782858,111940.72572782858,1991.7050956732248,20224.377551773847,10101.83928237473,15848.392820690864,22504.82843990317,6358.861978156316
2022-10-01,Category_A,101105.43286641945,101105.43286641945,2259.2847208937733,10876.761970887332,23530.86559341263,9398.066195705116,5375.453470769567,17747.79403982406
2022-10-08,Category_A,124092.73964479381,124092.73964479381,2194.60000577074,20358.992445527598,6133.816833840447,20811.81079939387,23000.63590261753,17489.93061116278
2022-10-15,Category_A,112840.23384299588,112840.23384299588,2457.414274353883,14473.436938876854,18295.9744970922,8575.0802819579,20340.22760111028,13071.470736393672
2022-10-22,Category_A,111899.6597180653,111899.6597180653,2081.3094849732815,11793.876437780676,14737.841834683351,5783.931030505949,17560.263133035754,21401.097417253284
2022-10-29,Category_A,103335.74352468572,103335.74352468572,1969.6701029921348,6589.374884453061,15128.217602531404,18472.400127858673,8369.030590396003,10899.486791869214
2022-11-05,Category_A,119328.38689735708,119328.38689735708,2914.9394332206034,5224.1640018031485,5092.840156371259,23594.933367873567,18002.65229484212,21581.193100674383
2022-11-12,Category_A,111119.70857646482,111119.70857646482,2275.3629309607572,7850.245901838491,22019.403249919,17532.714746964746,14736.308454095246,13248.336153550898
2022-11-19,Category_A,110928.91302050425,110928.91302050425,2383.859634464597,14145.615118258182,24784.383890999557,21334.862354657125,6302.923484250776,10521.35681070763
2022-11-26,Category_A,121137.47018092082,121137.47018092082,2513.221849923491,17509.232492508578,16423.48455385473,16788.046275793055,10970.92081684068,17305.444431334174
2022-12-03,Category_A,132024.92674446624,132024.92674446624,2453.286754869294,15241.447060134644,7971.904899768063,15735.4909707448,24910.359052069136,21855.530038738554
2022-12-10,Category_A,126254.52522033536,126254.52522033536,2472.516882226866,22346.288816116965,23272.039163619575,13703.447364910933,22626.496071840374,10209.832420069546
2022-12-17,Category_A,125117.35826514373,125117.35826514373,2731.99646927546,23160.863149965386,18636.643686443233,9153.81902518082,12548.413698625034,14904.023956882163
2022-12-24,Category_A,125256.52851640178,125256.52851640178,2894.5028117495976,12629.44689137545,24536.83604034278,11062.842062557687,9121.84925918136,22743.78002011969
2022-12-31,Category_A,102168.20998389735,102168.20998389735,1815.442469282515,8832.859314003043,17749.09088047885,8097.710219426919,19725.282019848204,5443.81049838166
2023-01-07,Category_A,111168.50784547922,111168.50784547922,2036.2714556988658,5762.277580333053,6850.194778396752,10640.04247955716,23582.81078278555,14269.24680902915
2023-01-14,Category_A,111496.02183573012,111496.02183573012,2564.6792177766592,6217.909724328574,13514.808637770291,6112.072049760766,21503.88936815433,14176.73119293506
2023-01-21,Category_A,107700.75112655864,107700.75112655864,2260.922505850723,7300.804801474823,5948.333636725735,21703.863820503742,15578.233397599472,7840.050799039839
2023-01-28,Category_A,134474.35338506883,134474.35338506883,3187.17299079916,17579.281016926747,17574.45368409741,19479.340627391386,18904.463434349585,16527.07830300628
2023-02-04,Category_A,123609.208844627,123609.208844627,2733.9834481054068,6989.280695562184,18321.835698773586,11007.543815989557,19496.630478060375,24048.57416277383
2023-02-11,Category_A,134232.47812715042,134232.47812715042,2739.0222505102665,8298.37456320992,22874.130806290224,15113.936421658365,12908.807816031767,24364.664299250588
2023-02-18,Category_A,126125.89620394503,126125.89620394503,2143.7691801869382,22359.880989172398,12090.651589582803,15478.48075030801,8444.78167445619,20016.974215118593
2023-02-25,Category_A,112761.74274108734,112761.74274108734,2717.9801107712456,11673.690599726771,6803.531474580169,22551.352222067206,6985.236101179757,9506.856844451646
2023-03-04,Category_A,135402.11979272706,135402.11979272706,2851.917315397971,21084.663676095006,15423.965424372323,8332.747480033133,15909.941184282088,21459.210116322556
2023-03-11,Category_A,123487.13135537677,123487.13135537677,2902.7401238951984,8019.2409005853115,23964.886100170235,5905.840817622565,19212.676850805008,16384.80105097815
2023-03-18,Category_A,143200.3061473322,143200.3061473322,3143.7135248636027,19966.293271732226,20376.78969494592,14243.626926117258,20709.234225537835,16703.98837730082
2023-03-25,Category_A,145164.16327743803,145164.16327743803,2910.153234956103,20318.022098904283,16445.181486406353,24017.297178840752,16828.855452435477,21689.164006156097
2023-04-01,Category_A,127231.94055563599,127231.94055563599,2352.3827728217902,22843.30290139231,11811.515468857131,21996.492402807708,19415.60739796768,5690.318766666991
2023-04-08,Category_A,126116.75353292144,126116.75353292144,2645.2571298733883,16485.25024989223,15128.69986483258,11853.181494396438,12863.214136221755,8838.957221788613
2023-04-15,Category_A,140790.1889930532,140790.1889930532,3014.259430308117,14607.831261687796,24149.39792263882,17759.846678845242,23610.095249949114,15786.241526506217
2023-04-22,Category_A,133899.42623381692,133899.42623381692,3123.781991452328,22965.106248386655,18861.873773459844,6856.596901167271,23483.098662515695,17987.827691143684
2023-04-29,Category_A,123777.01640289513,123777.01640289513,2348.1205606221174,21737.5901955961,7938.835564979127,12436.624315961839,19552.400852647166,20516.676638051096
2023-05-06,Category_A,129896.6681207534,129896.6681207534,2661.7616709720473,14918.501280077797,16132.709082548457,9984.296095051352,16124.000910339664,15999.261957107072
2023-05-13,Category_A,130537.66568672868,130537.66568672868,2573.256434260661,8290.130746997847,19981.052061964365,19852.079685131142,20217.652746199754,7349.951207854772
2023-05-20,Category_A,111873.80671973414,111873.80671973414,2626.9367819949007,13229.047321361952,10607.222086417163,9894.801930742738,14410.47375073855,7157.2082902206
2023-05-27,Category_A,114186.49016176673,114186.49016176673,1967.2878200528285,18875.6185628928,9186.704506481088,5735.58279128141,10462.521451642799,18835.32659078932
2023-06-03,Category_A,126482.19354088136,126482.19354088136,2590.5918329570054,24720.552727462553,10702.17119755633,16276.186213762085,7280.417569705991,23322.062829927127
2023-06-10,Category_A,132945.46070463496,132945.46070463496,2346.612927680775,18624.17914003074,21072.516335995664,17184.54473426201,11994.352595226139,22780.43498046385
2023-06-17,Category_A,116834.36854043939,116834.36854043939,2486.498274546019,21348.564062295736,22614.268376744396,10617.645688184133,6846.342017875788,11692.071830397894
2023-06-24,Category_A,131626.0036415162,131626.0036415162,3080.8777105791482,12167.818414641537,23627.940516572777,13650.977485500704,18932.355463207918,19328.52093612099
2023-07-01,Category_A,131736.19796294626,131736.19796294626,2841.794809152961,15978.582694493092,20335.992354412778,16692.03475248602,22912.827508552215,23038.29296023296
2023-07-08,Category_A,118630.98516111176,118630.98516111176,2462.729896090768,14395.517965181416,16632.79572761356,5012.52920607036,21876.31557496912,9960.56572911204
2023-07-15,Category_A,115837.64123700232,115837.64123700232,1934.0189013924921,20523.27935305244,19069.897034744754,14438.397674462118,5157.179912795209,8299.034983007865
2023-07-22,Category_A,101320.69538612402,101320.69538612402,2001.9065257927764,14195.084027685325,6173.713606492232,10336.28141395366,8465.716877754014,8013.779374770505
2023-07-29,Category_A,124800.26709961434,124800.26709961434,2913.625154528198,23794.35521215762,9168.630616760747,6457.192861036041,16637.078570154088,23793.060724937888
2023-08-05,Category_A,124675.51994200835,124675.51994200835,2894.1534482894062,20130.524042540455,23392.211454006825,8075.086986307018,17967.188768916305,6495.933255213655
2023-08-12,Category_A,121448.9342032692,121448.9342032692,2518.0955071791814,18359.587812857117,10624.162507976784,17752.781053848976,19443.498909646005,11421.674301089151
2023-08-19,Category_A,122309.72253805154,122309.72253805154,2190.634008429038,9052.74794676441,23748.81061096986,18596.410995242823,14246.32957353919,7625.07347865981
2023-08-26,Category_A,135016.96117620077,135016.96117620077,3338.649739161147,19949.604994783567,14854.822443306777,19884.59918677707,15197.184095647339,21116.270059755057
2023-09-02,Category_A,122914.94839135588,122914.94839135588,2513.053075732591,20341.868002716867,11461.766045458011,17475.242365120284,10704.941203011842,5910.075809743623
2023-09-09,Category_A,113369.24851165478,113369.24851165478,2533.0230470798283,17146.95433797216,10216.349629857428,16796.15916720357,13204.97465999271,11598.491050782684
2023-09-16,Category_A,122713.08579139283,122713.08579139283,2717.0658934671987,12172.274156583493,24321.873224841453,23092.349027438657,15377.527292104289,12199.35830072959
2023-09-23,Category_A,118617.90213399826,118617.90213399826,2669.514615502551,7618.298875654413,20770.328159039756,13221.224695774865,10967.486110564325,6264.755758328722
2023-09-30,Category_A,117520.54498060887,117520.54498060887,1992.2561003393419,23562.42637083586,10537.13059304264,10859.695719335428,6392.45531422633,23766.100150823804
2023-10-07,Category_A,118325.27903172924,118325.27903172924,2190.141185837729,6185.981369773856,14412.165234878734,7824.524845539451,21312.23613023971,24845.4319238037
2023-10-14,Category_A,120309.78970086516,120309.78970086516,2931.1232448184805,15762.342131556945,8892.218903417372,9406.602259532126,21413.003900739583,22895.25101066247
2023-10-21,Category_A,109637.5444282034,109637.5444282034,2054.5982312016945,24074.150186877472,21978.801313695014,5790.769749218527,6540.594125661825,13750.10017875422
2023-10-28,Category_A,149966.10067321456,149966.10067321456,2569.500676322613,24198.759845082495,24550.393621328407,23002.125942157963,19936.12881386417,24241.71886973131
2023-11-04,Category_A,117328.42185643375,117328.42185643375,2428.8746769745144,16422.062011087262,7652.8457658090865,20100.63682169746,8520.607803502196,11839.519014490392
2023-11-11,Category_A,105548.26295685883,105548.26295685883,2104.497928904393,11398.53881377615,16050.324835670426,9171.940358915268,9443.916891923165,6574.844274038556
2023-11-18,Category_A,140726.8373884548,140726.8373884548,3489.401731990605,15907.543065779746,17531.506632023553,24932.03415065726,21216.174007375128,19562.962529716395
2023-11-25,Category_A,120684.20141027936,120684.20141027936,2395.3708030964794,23941.716656513607,6274.5030211396615,9446.016224409921,23141.14556714313,19511.029109201132
2023-12-02,Category_A,132897.4533514315,132897.4533514315,3068.506272452792,23508.969157594445,17304.051046984452,7840.659074505825,12715.46733419509,18560.438378705374
2023-12-09,Category_A,146075.58726518173,146075.58726518173,2640.824179778458,15817.520037689423,15574.354309683707,19506.324878410716,17156.655842584456,21911.378457381397
2023-12-16,Category_A,128297.22594912627,128297.22594912627,2413.107449484879,19363.348656616734,19348.39065416856,24862.101081850873,10649.551896930941,19834.64532941435
2023-12-23,Category_A,113496.25399327948,113496.25399327948,2427.2238911039594,12311.85576145655,8781.702238412972,10992.074169983463,24632.951333620924,7003.890680700036
2022-01-01,Category_B,102352.82110040315,102352.82110040315,1919.5325447095015,6895.520986395174,24016.404069268705,10228.628538008446,23005.11183019686,7649.328688194157
2022-01-08,Category_B,122675.8735206188,122675.8735206188,2495.1797624876467,20801.296161785256,10950.112323057972,22865.904458748366,13512.151911558956,21641.884733845833
2022-01-15,Category_B,117263.5770874388,117263.5770874388,2287.0025885691825,19147.9914382566,24805.28909788453,10630.905218993961,8693.51484436582,15550.300809787099
2022-01-22,Category_B,118967.57360356042,118967.57360356042,2859.065971068154,21882.6795852391,20252.97382007159,18394.621142788594,7366.254651989201,16369.276415651486
2022-01-29,Category_B,98310.06254656633,98310.06254656633,2059.981558266617,8435.203674403689,13097.39756370864,9126.240637943816,5872.7842689819145,10728.79844317006
2022-02-05,Category_B,106752.27283896883,106752.27283896883,1878.1184871897735,13196.776115129162,21562.161657929377,11419.300187426457,17976.924815119906,7857.415395500071
2022-02-12,Category_B,115508.00474199449,115508.00474199449,2491.7569263977302,16403.707393437748,22331.716545586776,11322.643329997609,13582.06965029663,6527.597789277748
2022-02-19,Category_B,119637.59547844843,119637.59547844843,2480.077003234095,23859.263054643765,12079.571551991963,10599.330741463631,18779.821057923604,16967.024836947105
2022-02-26,Category_B,127856.55457838452,127856.55457838452,2654.8896098875944,10271.071183172757,23332.62472719918,10969.202647527827,23973.182517775385,23554.276522647553
2022-03-05,Category_B,127362.00223902368,127362.00223902368,2183.762078573662,22032.566375556988,7472.845472693368,22206.2263300277,19021.935260964598,22632.454588306475
2022-03-12,Category_B,133075.08081272722,133075.08081272722,2676.8453138208297,17855.765006917587,23917.322560429187,22731.851474237246,10252.732040370262,22622.894406766743
2022-03-19,Category_B,120931.00560960721,120931.00560960721,2335.0993083521544,10516.630440242458,16394.53486093183,19753.785566888968,8030.913998086153,24193.114045143964
2022-03-26,Category_B,129257.19044872954,129257.19044872954,2208.294129197476,20758.269823692284,8204.556971359385,22701.92377195785,16982.36403799002,13953.717812300663
2022-04-02,Category_B,123588.4578609447,123588.4578609447,2332.519061087484,14920.398195720536,24070.453977143567,17764.86094393501,23082.14462584172,6559.500410791774
2022-04-09,Category_B,103686.61032750476,103686.61032750476,1867.4628853213435,21283.26006787177,7997.606491312694,7747.529003137534,20323.10059663251,5074.656268076496
2022-04-16,Category_B,143133.8525394379,143133.8525394379,2810.221441977826,20283.129456700608,23704.476195088417,20416.401732813516,21055.051250466262,24181.21620526224
2022-04-23,Category_B,127182.15690480193,127182.15690480193,2554.2687091974312,13829.35870551973,21675.096080068073,18395.03496044481,15899.39260282382,10576.333619879215
2022-04-30,Category_B,116730.48351412619,116730.48351412619,2222.097781011966,11088.901105687997,10660.441549765754,8021.422179920459,19723.051901608847,17355.05784957052
2022-05-07,Category_B,111066.22956351873,111066.22956351873,2146.311707072131,20916.783573944995,12226.918909895303,9254.166658689554,7277.268432090962,15746.74695298408
2022-05-14,Category_B,117471.38972827219,117471.38972827219,2100.677347644304,15943.694042448355,13522.16461792234,17211.77516261993,20145.428475292152,8859.657006997417
2022-05-21,Category_B,119581.35411081323,119581.35411081323,2697.2353196106014,17924.30868688772,15586.712151444804,15194.760716599598,7838.226864050186,23780.85416227678
2022-05-28,Category_B,110918.18627370358,110918.18627370358,1955.6733480800265,9356.442702751563,12296.204287591536,14211.491296121716,7952.7205996956745,18365.049775333304
2022-06-04,Category_B,110189.40329817546,110189.40329817546,2080.7242738090263,12884.382593404174,6218.213906038357,12858.56652143694,14495.544910495668,18634.36948790607
2022-06-11,Category_B,121728.77066669227,121728.77066669227,3037.005458712007,15521.156335197089,7402.834812957233,10019.168085777168,23935.44620041148,22306.26719201317
2022-06-18,Category_B,114161.45544364002,114161.45544364002,2130.9418820100946,24167.472853481337,14003.63653432906,23100.92056330195,5038.125197246502,6934.880627269773
2022-06-25,Category_B,114399.46026520613,114399.46026520613,2240.9775164991615,20848.114062111563,17700.951631733966,5011.582838049018,18691.20187551079,10565.107584758995
2022-07-02,Category_B,116896.88512661603,116896.88512661603,2850.069800534774,12318.651004529464,5630.316232966082,18790.16191186526,21220.197602525983,15158.965723218287
2022-07-09,Category_B,127077.29666601129,127077.29666601129,2691.638705589256,16589.583211003555,24754.31477675153,13983.804184223054,16084.19167558264,21222.173149763592
2022-07-16,Category_B,120898.20701578104,120898.20701578104,2075.3802066952135,14596.320304821493,12599.35444628882,14718.489612343803,17531.289620468408,22433.85192176901
2022-07-23,Category_B,117484.59385874706,117484.59385874706,2068.5005389216108,24470.263140484032,9317.639356489242,14059.557380265107,17967.75027800694,19350.00032480141
2022-07-30,Category_B,119753.662874713,119753.662874713,2331.095098006331,24596.83266912514,7901.605099007467,21478.44414316101,10007.168750419285,24189.640077582797
2022-08-06,Category_B,114082.02793258383,114082.02793258383,2143.0398759298982,13456.229160819918,17878.69204128155,16614.13574702009,9260.886003410047,13265.696611165607
2022-08-13,Category_B,115053.44458166059,115053.44458166059,2629.526371197877,19641.27569527475,14402.255984878926,23341.590193806962,6805.4866012176935,8667.699133539394
2022-08-20,Category_B,115253.81697156375,115253.81697156375,2696.529859157026,9317.053121969704,16166.803503230876,14464.712269655043,22536.544464593884,13228.352989774785
2022-08-27,Category_B,110010.48070510126,110010.48070510126,2063.2615017842363,5397.244438651803,15647.307507631751,8908.700322565095,23135.551417063347,21164.73881382864
2022-09-03,Category_B,102867.77528717705,102867.77528717705,2039.565498462911,6069.138263525871,9281.075704253879,16732.444534384325,10421.84464628723,24158.596249685954
2022-09-10,Category_B,110382.0342263017,110382.0342263017,2445.852513701152,5792.149881155459,21873.66767097569,13236.532159144963,13159.49355491241,19742.572838105465
2022-09-17,Category_B,100598.62166320231,100598.62166320231,1882.2886246392861,20015.422936799165,8587.802395321025,6530.4575339819285,12827.977066664796,12879.84187015035
2022-09-24,Category_B,108847.10221063677,108847.10221063677,2550.7381624375407,8992.665666052937,20894.908423443438,9297.267505599135,10344.019195371206,19761.289265716565
2022-10-01,Category_B,124223.24768754601,124223.24768754601,2188.9187214387357,24768.002053020944,16080.235584839469,24153.55663763693,17683.35515364528,15444.206070888351
2022-10-08,Category_B,90869.77579532638,90869.77579532638,1827.5143170787635,7944.722498554242,11327.73399762435,12665.866096730173,11089.09861582884,10592.976119815485
2022-10-15,Category_B,94133.86174609142,94133.86174609142,1878.4877104144452,14204.173604706331,7236.423100146152,5834.47632636084,7094.198985088616,24553.86069123235
2022-10-22,Category_B,101197.95995121436,101197.95995121436,1965.723489638334,9226.862154832776,7510.748868344916,21101.764137369853,9095.037417208265,11072.69541360118
2022-10-29,Category_B,119876.37698178561,119876.37698178561,2035.2744063347982,13661.778780469025,22150.3136318641,19022.279481415208,7639.813475001878,18157.430158864285
2022-11-05,Category_B,112856.77770797831,112856.77770797831,2237.2553659300074,12968.771329930036,14455.47284424924,18264.334329052246,12497.73520873248,11768.917820516543
2022-11-12,Category_B,114439.57872158154,114439.57872158154,2483.319011137214,19512.99514073574,6463.994235934713,17098.542938029586,22399.29802100233,6018.659600726619
2022-11-19,Category_B,122178.4287210382,122178.4287210382,2613.06015333327,18244.683923962213,19103.621076565556,21315.764170572038,20791.99624423709,13328.629261095137
2022-11-26,Category_B,121175.35476668488,121175.35476668488,2317.357188556722,14146.513160613735,17100.47884857579,18123.0469163143,12650.127263852006,21505.645283116264
2022-12-03,Category_B,111441.69018387015,111441.69018387015,1901.039761853941,9696.988784351228,13370.390207893834,11004.485312968965,22576.797002847474,16373.989159597548
2022-12-10,Category_B,126834.2091907465,126834.2091907465,2956.306131374022,20415.84607252037,23962.478385892333,8746.963434784535,24173.665955417324,14252.030803293463
2022-12-17,Category_B,103449.75966672674,103449.75966672674,1779.0388351788897,6979.0329487945055,10614.443493522618,20506.241792645673,9910.074925953882,8995.388719549659
2022-12-24,Category_B,109143.828452706,109143.828452706,1992.2334835749152,6365.874341413904,10504.193544136593,12736.602685428028,23488.261760555593,9375.41463022526
2022-12-31,Category_B,120220.09513832779,120220.09513832779,2829.7772070173787,6281.43276671872,12923.385480816341,14868.116937663724,14737.151112102067,18353.120838786774
2023-01-07,Category_B,121191.39101042348,121191.39101042348,2047.5557041768882,18627.846781272514,21174.702176619146,20929.374345803073,11626.776550810811,6141.024933144803
2023-01-14,Category_B,125366.73664784037,125366.73664784037,2989.784022481308,11446.122747046393,10578.85871556879,7908.827491498478,22529.025770286713,21039.80161384299
2023-01-21,Category_B,114447.54866598247,114447.54866598247,2828.9017632817527,5493.539883632239,12429.215744546673,9399.969635902156,24637.977975108155,20717.96842917217
2023-01-28,Category_B,121005.06594333366,121005.06594333366,2774.867681445247,18962.615443615607,17151.337785766067,6445.894585688934,10710.774390447308,23561.19142550356
2023-02-04,Category_B,123859.416586103,123859.416586103,2620.9887728866374,18697.97310853361,10785.175585359433,10625.63642311087,9699.002745341237,24226.880646177604
2023-02-11,Category_B,101281.27077558974,101281.27077558974,1859.914607732838,7127.1171393509,8391.347248956665,5191.548667554982,16740.125672769373,5325.98173671256
2023-02-18,Category_B,112257.11101107804,112257.11101107804,1889.472321868955,12597.858614500743,5578.248637486338,10833.983244722713,13356.642836836274,18777.244029357298
2023-02-25,Category_B,121285.47090827684,121285.47090827684,2388.523648508126,5687.956052411365,13011.739591801643,17739.960033264517,14766.53579398832,18957.1831112734
2023-03-04,Category_B,112144.41183880004,112144.41183880004,2314.0437685039856,18153.714045843677,20853.401148573575,7351.052491489805,5206.560372826834,12964.294223944444
2023-03-11,Category_B,102140.02032821137,102140.02032821137,2245.754483993847,18833.346682490504,11472.861886276114,12297.77247004889,6115.650441868236,7267.235381565877
2023-03-18,Category_B,128248.18670592534,128248.18670592534,3006.8936247353445,23520.170537645896,17747.391040063107,6309.564079917094,16140.139697259583,20898.398343725006
2023-03-25,Category_B,138627.6235156064,138627.6235156064,2663.3140490511014,17699.36430958128,13282.315366384008,20704.452093170126,22936.949370125858,21169.361983089737
2023-04-01,Category_B,128201.92389399762,128201.92389399762,2707.060101804753,21212.31980298496,9525.99281854006,13046.181103078794,20477.67202496875,17074.895304464015
2023-04-08,Category_B,127109.59501027985,127109.59501027985,2373.139891318824,20254.878650527768,16936.75570020533,9696.626971194202,6849.062279476979,14383.442886866584
2023-04-15,Category_B,128970.19412170704,128970.19412170704,2568.3307914087254,22745.71691987123,11393.50013100627,14923.190315634822,6110.546572825728,20867.820241005313
2023-04-22,Category_B,133349.63345822893,133349.63345822893,2326.756535282004,16894.767198806665,14218.781418694447,21793.243235209164,18397.221609926673,15225.391173198854
2023-04-29,Category_B,113994.73190564067,113994.73190564067,2434.7479258570647,8869.547522220573,20333.969392440253,5603.13579811542,8594.495289588629,17373.901481123736
2023-05-06,Category_B,133046.12328824124,133046.12328824124,2226.9388929033707,16569.77327535863,20661.849779637276,14796.77280091072,19320.530072262492,5119.4313598307435
2023-05-13,Category_B,123271.80655304123,123271.80655304123,2159.0404802599046,6640.125999347908,14514.99250448457,13229.83853020932,15912.324660416534,11832.659157694392
2023-05-20,Category_B,122673.45985162166,122673.45985162166,2525.4160649747296,11080.955274567732,23287.40203969933,16407.862093714364,13084.918244862623,8631.874798556808
2023-05-27,Category_B,122636.03056049842,122636.03056049842,2275.049736516856,12903.790918633822,6151.536836361866,11960.859468365124,20578.315578915983,24030.906034820036
2023-06-03,Category_B,118616.31435922462,118616.31435922462,2213.084107455039,21042.006121397386,5686.819092644231,6534.502244636955,14717.364269083584,21516.562060222124
2023-06-10,Category_B,127320.11872638226,127320.11872638226,2935.6521988225227,10608.394887109569,19607.537113423343,15176.734683633567,9947.39347709547,11332.617487395091
2023-06-17,Category_B,124505.1322948367,124505.1322948367,2600.789583649611,18655.913801280447,10100.76639182217,24572.625053491374,19485.312222335007,9732.295302231949
